Chart1|Chart2|Chart3|Chart4|Track|Artist|Date|Chart5|Chart6|Chart7|Date2
2|1|1|15|That's What I Like|BRUNO MARS|2017-02-11|82|1|18|20170520
3|4|3|16|Despacito|LUIS FONSI featuring DADDY YANKEE|2017-02-04|88|1|19|20170520
4|3|1|5|Humble.|KENDRICK LAMAR|2017-04-22|2|1|8|20170520
5|2|1|17|Shape Of You|ED SHEERAN|2017-01-28|1|1|20|20170520
6|6|3|11|Something Just Like This|THE CHAINSMOKERS & COLDPLAY|2017-03-11|56|3|14|20170520
7|5|5|11|Mask Off|FUTURE|2017-03-11|49|5|14|20170520
8|8|4|19|iSpy|KYLE featuring LIL YACHTY|2017-01-14|80|4|22|20170520
9|9|8|6|XO TOUR Llif3|LIL UZI VERT|2017-04-15|49|8|9|20170520
10|10|10|12|It Ain't Me|KYGO x SELENA GOMEZ|2017-03-04|93|10|15|20170520
11|11|7|10|Stay|ZEDD & ALESSIA CARA|2017-03-18|28|7|13|20170520
12|7|4|3|DNA.|KENDRICK LAMAR|2017-05-06|4|4|6|20170520
13|13|13|28|Say You Won't Let Go|JAMES ARTHUR|2016-11-12|100|11|31|20170520
14|14|12|15|Issues|JULIA MICHAELS|2017-02-11|87|11|18|20170520
15|12|6|14|Body Like A Back Road|SAM HUNT|2017-02-18|38|6|17|20170520
16|15|15|18|Congratulations|POST MALONE featuring QUAVO|2017-01-21|90|12|21|20170520
17|16|16|17|Location|KHALID|2017-01-28|77|16|20|20170520
18|18|8|7|Passionfruit|DRAKE|2017-04-08|8|8|10|20170520
19|17|9|22|Rockabye|CLEAN BANDIT featuring SEAN PAUL & ANNE-MARIE|2016-12-24|100|9|25|20170520
20|37|20|13|Believer|IMAGINE DRAGONS|2017-02-25|43|15|16|20170520
21|20|6|11|Tunnel Vision|KODAK BLACK|2017-03-11|27|6|14|20170520
22|22|1|25|Bad And Boujee|MIGOS featuring LIL UZI VERT|2016-12-03|76|1|28|20170520
23|23|1|40|Closer|THE CHAINSMOKERS featuring HALSEY|2016-08-20|9|1|43|20170520
24|19|6|16|Paris|THE CHAINSMOKERS|2017-02-04|7|6|19|20170520
25|24|19|16|T-Shirt|MIGOS|2017-02-04|43|19|19|20170520
26|21|4|24|I Feel It Coming|THE WEEKND featuring DAFT PUNK|2016-12-10|48|4|26|20170520
27|26|26|20|Swang|RAE SREMMURD|2017-01-07|99|26|23|20170520
28|25|4|4|Sign Of The Times|HARRY STYLES|2017-04-29|4|4|7|20170520
29|28|16|12|Cold|MAROON 5 featuring FUTURE|2017-03-04|42|16|15|20170520
30|30|30|10|Slide|CALVIN HARRIS featuring FRANK OCEAN & MIGOS|2017-03-18|34|25|13|20170520
31|34|31|13|In Case You Didn't Know|BRETT YOUNG|2017-02-25|94|19|16|20170520
32|42|32|5|Goosebumps|TRAVIS SCOTT|2017-04-22|43|32|8|20170520
33|39|32|12|Rolex|AYO & TEO|2017-03-04|87|30|15|20170520
34|41|34|12|Hurricane|LUKE COMBS|2017-03-04|96|31|15|20170520
35|35|4|30|24K Magic|BRUNO MARS|2016-10-29|5|4|33|20170520
36|29|5|28|Love On The Brain|RIHANNA|2016-11-12|80|5|30|20170520
37|32|2|21|I Don't Wanna Live Forever (Fifty Shades Darker)|ZAYN / TAYLOR SWIFT|2016-12-31|6|2|23|20170520
38|52|38|4|Now Or Never|HALSEY|2017-04-29|50|26|7|20170520
39|38|1|52|Can't Stop The Feeling!|JUSTIN TIMBERLAKE|2016-05-28|1|1|52|20170520
40|31|6|26|Bounce Back|BIG SEAN|2016-11-26|61|6|28|20170520
41|43|41|20|Both|GUCCI MANE featuring DRAKE|2017-01-07|41|41|22|20170520
42|50|42|4|Unforgettable|FRENCH MONTANA featuring SWAE LEE|2017-04-29|74|23|7|20170520
43|27|18|3|Love.|KENDRICK LAMAR featuring ZACARI|2017-05-06|18|18|6|20170520
44|45|44|10|Redbone|CHILDISH GAMBINO|2017-03-18|83|22|13|20170520
45|40|8|36|Scars To Your Beautiful|ALESSIA CARA|2016-09-17|95|8|39|20170520
46|46|42|7|Swalla|JASON DERULO featuring NICKI MINAJ & TY DOLLA $IGN|2017-04-08|98|33|10|20170520
47|47|6|17|Castle On The Hill|ED SHEERAN|2017-01-28|6|6|20|20170520
48|49|34|13|Look At Me!|XXXTENTACION|2017-02-25|95|34|16|20170520
49|44|44|2|There's Nothing Holdin' Me Back|SHAWN MENDES|2017-05-13|44|25|5|20170520
50|55|50|5|Drowning|A BOOGIE WIT DA HOODIE featuring KODAK BLACK|2017-04-22|94|47|8|20170520
51|33|14|3|Loyalty.|KENDRICK LAMAR featuring RIHANNA|2017-05-06|14|14|6|20170520
52|36|16|3|Element.|KENDRICK LAMAR|2017-05-06|16|16|6|20170520
53|54|52|11|Heavy|LINKIN PARK featuring KIIARA|2017-03-11|52|50|14|20170520
54|53|9|7|Portland|DRAKE featuring QUAVO & TRAVIS SCOTT|2017-04-08|9|9|10|20170520
55|62|39|3|The Cure|LADY GAGA|2017-05-06|39|39|6|20170520
56|60|38|12|The Fighter|KEITH URBAN featuring CARRIE UNDERWOOD|2017-03-04|53|38|15|20170520
57|66|57|6|Black|DIERKS BENTLEY|2017-04-15|87|56|9|20170520
58|61|56|10|Hometown Girl|JOSH TURNER|2017-03-18|96|56|13|20170520
59|59|59|3|Good Life|G-EAZY & KEHLANI|2017-05-06|76|59|5|20170520
60|63|60|4|At My Best|MACHINE GUN KELLY featuring HAILEE STEINFELD|2017-04-29|94|60|7|20170520
61|NEW|61|1|1-800-273-8255|LOGIC featuring ALESSIA CARA & KHALID|2017-05-20|61|47|4|20170520
62|94|62|2|If I Told You|DARIUS RUCKER|2017-05-13|94|55|5|20170520
63|57|57|12|Shining|DJ KHALED featuring BEYONCE & JAY Z|2017-03-04|62|57|13|20170520
64|68|64|2|Attention|CHARLIE PUTH|2017-05-13|68|35|5|20170520
65|73|65|6|Yeah Boy|KELSEA BALLERINI|2017-04-15|88|65|8|20170520
66|70|64|18|The Weekend|BRANTLEY GILBERT|2017-01-21|95|64|20|20170520
67|NEW|67|1|First Time|KYGO & ELLIE GOULDING|2017-05-20|67|67|1|20170520
68|77|63|10|Losin Control|RUSS|2017-03-18|89|62|13|20170520
69|74|68|5|God, Your Mama, And Me|FLORIDA GEORGIA LINE featuring BACKSTREET BOYS|2017-04-22|71|60|8|20170520
70|NEW|70|1|Thunder|IMAGINE DRAGONS|2017-05-20|70|70|4|20170520
71|79|71|5|First Day Out|TEE GRIZZLEY|2017-04-22|88|64|8|20170520
72|67|52|15|Any Ol' Barstool|JASON ALDEAN|2017-02-11|93|52|18|20170520
73|58|21|16|Down|MARIAN HILL|2017-02-04|99|21|17|20170520
74|51|4|12|Chained To The Rhythm|KATY PERRY featuring SKIP MARLEY|2017-03-04|4|4|15|20170520
75|82|75|4|Everyday We Lit|YFN LUCCI featuring PNB ROCK|2017-04-29|79|59|7|20170520
76|NEW|76|1|Bon Appetit|KATY PERRY featuring MIGOS|2017-05-20|76|76|1|20170520
77|78|73|4|Cake|FLO RIDA & 99 PERCENT|2017-04-29|89|73|6|20170520
78|72|72|2|Prblms|6LACK|2017-05-13|72|72|4|20170520
79|56|33|3|XXX.|KENDRICK LAMAR featuring U2|2017-05-06|33|33|3|20170520
80|76|40|20|Party|CHRIS BROWN featuring USHER & GUCCI MANE|2017-01-07|58|40|20|20170520
81|83|80|6|Scared To Be Lonely|MARTIN GARRIX & DUA LIPA|2017-04-15|92|76|9|20170520
82|85|82|5|How Not To|DAN + SHAY|2017-04-22|98|68|8|20170520
83|92|53|5|Craving You|THOMAS RHETT featuring MAREN MORRIS|2017-04-22|53|53|8|20170520
84|NEW|84|1|Human|RAG'N'BONE MAN|2017-05-20|84|74|4|20170520
85|93|85|2|My Girl|DYLAN SCOTT|2017-05-13|93|73|5|20170520
86|84|84|3|The Night We Met|LORD HURON|2017-05-06|99|84|4|20170520
87|NEW|87|1|Privacy|CHRIS BROWN|2017-05-20|87|72|4|20170520
88|99|82|6|Good Drank|2 CHAINZ x GUCCI MANE x QUAVO|2017-04-15|95|82|9|20170520
89|65|32|3|Yah.|KENDRICK LAMAR|2017-05-06|32|32|3|20170520
90|NEW|90|1|Slow Hands|NIALL HORAN|2017-05-20|90|52|4|20170520
91|NEW|91|1|Magnolia|PLAYBOI CARTI|2017-05-20|91|55|4|20170520
92|87|87|2|do re mi|BLACKBEAR|2017-05-13|87|87|5|20170520
93|NEW|93|1|Sweet Creature|HARRY STYLES|2017-05-20|93|93|1|20170520
94|NEW|94|1|You Look Good|LADY ANTEBELLUM|2017-05-20|94|71|4|20170520
95|98|37|10|Selfish|FUTURE featuring RIHANNA|2017-03-18|37|37|10|20170520
96|NEW|96|1|El Amante|NICKY JAM|2017-05-20|96|93|4|20170520
97|80|65|17|Call On Me|STARLEY|2017-01-28|94|65|17|20170520
98|NEW|98|1|Flatliner|COLE SWINDELL|2017-05-20|98|81|4|20170520
99|NEW|99|1|You're Welcome|DWAYNE JOHNSON|2017-05-20|99|99|1|20170520
100|NEW|100|1|Woke Up Like This|PLAYBOI CARTI featuring LIL UZI VERT|2017-05-20|100|76|4|20170520
1|3|1|14|That's What I Like|BRUNO MARS|2017-02-11|82|1|18|20170513
2|2|1|16|Shape Of You|ED SHEERAN|2017-01-28|1|1|20|20170513
3|1|1|4|Humble.|KENDRICK LAMAR|2017-04-22|2|1|8|20170513
4|9|4|15|Despacito|LUIS FONSI featuring DADDY YANKEE|2017-02-04|88|1|19|20170513
5|5|5|10|Mask Off|FUTURE|2017-03-11|49|5|14|20170513
6|8|3|10|Something Just Like This|THE CHAINSMOKERS & COLDPLAY|2017-03-11|56|3|14|20170513
7|4|4|2|DNA.|KENDRICK LAMAR|2017-05-06|4|4|6|20170513
8|6|4|18|iSpy|KYLE featuring LIL YACHTY|2017-01-14|80|4|22|20170513
9|10|8|5|XO TOUR Llif3|LIL UZI VERT|2017-04-15|49|8|9|20170513
10|13|10|11|It Ain't Me|KYGO x SELENA GOMEZ|2017-03-04|93|10|15|20170513
11|7|7|9|Stay|ZEDD & ALESSIA CARA|2017-03-18|28|7|13|20170513
12|11|6|13|Body Like A Back Road|SAM HUNT|2017-02-18|38|6|17|20170513
13|17|13|27|Say You Won't Let Go|JAMES ARTHUR|2016-11-12|100|11|31|20170513
14|12|12|14|Issues|JULIA MICHAELS|2017-02-11|87|11|18|20170513
15|15|15|17|Congratulations|POST MALONE featuring QUAVO|2017-01-21|90|12|21|20170513
16|25|16|16|Location|KHALID|2017-01-28|77|16|20|20170513
17|20|9|21|Rockabye|CLEAN BANDIT featuring SEAN PAUL & ANNE-MARIE|2016-12-24|100|9|25|20170513
18|27|8|6|Passionfruit|DRAKE|2017-04-08|8|8|10|20170513
19|19|6|15|Paris|THE CHAINSMOKERS|2017-02-04|7|6|19|20170513
20|21|6|10|Tunnel Vision|KODAK BLACK|2017-03-11|27|6|14|20170513
21|24|4|23|I Feel It Coming|THE WEEKND featuring DAFT PUNK|2016-12-10|48|4|26|20170513
22|26|1|24|Bad And Boujee|MIGOS featuring LIL UZI VERT|2016-12-03|76|1|28|20170513
23|28|1|39|Closer|THE CHAINSMOKERS featuring HALSEY|2016-08-20|9|1|43|20170513
24|29|19|15|T-Shirt|MIGOS|2017-02-04|43|19|19|20170513
25|22|4|3|Sign Of The Times|HARRY STYLES|2017-04-29|4|4|7|20170513
26|34|26|19|Swang|RAE SREMMURD|2017-01-07|99|26|23|20170513
27|18|18|2|Love.|KENDRICK LAMAR featuring ZACARI|2017-05-06|18|18|6|20170513
28|23|16|11|Cold|MAROON 5 featuring FUTURE|2017-03-04|42|16|15|20170513
29|31|5|27|Love On The Brain|RIHANNA|2016-11-12|80|5|30|20170513
30|44|30|9|Slide|CALVIN HARRIS featuring FRANK OCEAN & MIGOS|2017-03-18|34|25|13|20170513
31|30|6|25|Bounce Back|BIG SEAN|2016-11-26|61|6|28|20170513
32|36|2|20|I Don't Wanna Live Forever (Fifty Shades Darker)|ZAYN / TAYLOR SWIFT|2016-12-31|6|2|23|20170513
33|14|14|2|Loyalty.|KENDRICK LAMAR featuring RIHANNA|2017-05-06|14|14|6|20170513
34|45|34|12|In Case You Didn't Know|BRETT YOUNG|2017-02-25|94|19|16|20170513
35|41|4|29|24K Magic|BRUNO MARS|2016-10-29|5|4|33|20170513
36|16|16|2|Element.|KENDRICK LAMAR|2017-05-06|16|16|6|20170513
37|51|37|12|Believer|IMAGINE DRAGONS|2017-02-25|43|15|16|20170513
38|47|1|51|Can't Stop The Feeling!|JUSTIN TIMBERLAKE|2016-05-28|1|1|52|20170513
39|40|32|11|Rolex|AYO & TEO|2017-03-04|87|30|15|20170513
40|43|8|35|Scars To Your Beautiful|ALESSIA CARA|2016-09-17|95|8|39|20170513
41|55|41|11|Hurricane|LUKE COMBS|2017-03-04|96|31|15|20170513
42|46|42|4|Goosebumps|TRAVIS SCOTT|2017-04-22|43|32|8|20170513
43|48|41|19|Both|GUCCI MANE featuring DRAKE|2017-01-07|41|41|22|20170513
44|NEW|44|1|There's Nothing Holdin' Me Back|SHAWN MENDES|2017-05-13|44|25|5|20170513
45|56|45|9|Redbone|CHILDISH GAMBINO|2017-03-18|83|22|13|20170513
46|53|42|6|Swalla|JASON DERULO featuring NICKI MINAJ & TY DOLLA $IGN|2017-04-08|98|33|10|20170513
47|61|6|16|Castle On The Hill|ED SHEERAN|2017-01-28|6|6|20|20170513
48|49|15|31|Mercy|SHAWN MENDES|2016-10-15|68|15|31|20170513
49|52|34|12|Look At Me!|XXXTENTACION|2017-02-25|95|34|16|20170513
50|59|50|3|Unforgettable|FRENCH MONTANA featuring SWAE LEE|2017-04-29|74|23|7|20170513
51|38|4|11|Chained To The Rhythm|KATY PERRY featuring SKIP MARLEY|2017-03-04|4|4|15|20170513
52|66|50|3|Now Or Never|HALSEY|2017-04-29|50|26|7|20170513
53|60|9|6|Portland|DRAKE featuring QUAVO & TRAVIS SCOTT|2017-04-08|9|9|10|20170513
54|68|52|10|Heavy|LINKIN PARK featuring KIIARA|2017-03-11|52|50|14|20170513
55|72|55|4|Drowning|A BOOGIE WIT DA HOODIE featuring KODAK BLACK|2017-04-22|94|47|8|20170513
56|33|33|2|XXX.|KENDRICK LAMAR featuring U2|2017-05-06|33|33|3|20170513
57|70|57|11|Shining|DJ KHALED featuring BEYONCE & JAY Z|2017-03-04|62|57|13|20170513
58|57|21|15|Down|MARIAN HILL|2017-02-04|99|21|17|20170513
59|76|59|2|Good Life|G-EAZY & KEHLANI|2017-05-06|76|59|5|20170513
60|67|38|11|The Fighter|KEITH URBAN featuring CARRIE UNDERWOOD|2017-03-04|53|38|15|20170513
61|64|56|9|Hometown Girl|JOSH TURNER|2017-03-18|96|56|13|20170513
62|39|39|2|The Cure|LADY GAGA|2017-05-06|39|39|6|20170513
63|98|63|3|At My Best|MACHINE GUN KELLY featuring HAILEE STEINFELD|2017-04-29|94|60|7|20170513
64|NEW|64|1|Lust For Life|LANA DEL REY featuring THE WEEKND|2017-05-13|64|64|1|20170513
65|32|32|2|Yah.|KENDRICK LAMAR|2017-05-06|32|32|3|20170513
66|75|61|5|Black|DIERKS BENTLEY|2017-04-15|87|56|9|20170513
67|69|52|14|Any Ol' Barstool|JASON ALDEAN|2017-02-11|93|52|18|20170513
68|NEW|68|1|Attention|CHARLIE PUTH|2017-05-13|68|35|5|20170513
69|35|35|2|Feel.|KENDRICK LAMAR|2017-05-06|35|35|2|20170513
70|77|64|17|The Weekend|BRANTLEY GILBERT|2017-01-21|95|64|20|20170513
71|37|37|2|Pride.|KENDRICK LAMAR|2017-05-06|37|37|2|20170513
72|NEW|72|1|Prblms|6LACK|2017-05-13|72|72|4|20170513
73|81|73|5|Yeah Boy|KELSEA BALLERINI|2017-04-15|88|65|8|20170513
74|82|68|4|God, Your Mama, And Me|FLORIDA GEORGIA LINE featuring BACKSTREET BOYS|2017-04-22|71|60|8|20170513
75|42|42|2|Lust.|KENDRICK LAMAR|2017-05-06|42|42|2|20170513
76|71|40|19|Party|CHRIS BROWN featuring USHER & GUCCI MANE|2017-01-07|58|40|20|20170513
77|79|63|9|Losin Control|RUSS|2017-03-18|89|62|13|20170513
78|73|73|3|Cake|FLO RIDA & 99 PERCENT|2017-04-29|89|73|6|20170513
79|86|76|4|First Day Out|TEE GRIZZLEY|2017-04-22|88|64|8|20170513
80|83|65|16|Call On Me|STARLEY|2017-01-28|94|65|17|20170513
81|NEW|81|1|Still Got Time|ZAYN featuring PARTYNEXTDOOR|2017-05-13|81|81|1|20170513
82|90|79|3|Everyday We Lit|YFN LUCCI featuring PNB ROCK|2017-04-29|79|59|7|20170513
83|91|80|5|Scared To Be Lonely|MARTIN GARRIX & DUA LIPA|2017-04-15|92|76|9|20170513
84|99|84|2|The Night We Met|LORD HURON|2017-05-06|99|84|4|20170513
85|95|85|4|How Not To|DAN + SHAY|2017-04-22|98|68|8|20170513
86|74|19|9|Green Light|LORDE|2017-03-18|100|19|9|20170513
87|NEW|87|1|do re mi|BLACKBEAR|2017-05-13|87|87|5|20170513
88|84|38|18|Moves|BIG SEAN|2017-01-14|71|38|18|20170513
89|65|46|9|How Far I'll Go|AULI'I CRAVALHO|2017-03-18|53|46|9|20170513
90|NEW|90|1|Hard Times|PARAMORE|2017-05-13|90|90|1|20170513
91|50|50|2|Fear.|KENDRICK LAMAR|2017-05-06|50|50|2|20170513
92|100|53|4|Craving You|THOMAS RHETT featuring MAREN MORRIS|2017-04-22|53|53|8|20170513
93|NEW|93|1|My Girl|DYLAN SCOTT|2017-05-13|93|73|5|20170513
94|NEW|94|1|If I Told You|DARIUS RUCKER|2017-05-13|94|55|5|20170513
95|80|14|7|No Frauds|NICKI MINAJ, DRAKE & LIL WAYNE|2017-04-01|14|14|7|20170513
96|58|58|2|God.|KENDRICK LAMAR|2017-05-06|58|58|2|20170513
97|92|29|6|Gyalchester|DRAKE|2017-04-08|29|29|6|20170513
98|88|37|9|Selfish|FUTURE featuring RIHANNA|2017-03-18|37|37|10|20170513
99|96|82|5|Good Drank|2 CHAINZ x GUCCI MANE x QUAVO|2017-04-15|95|82|9|20170513
100|89|7|20|Deja Vu|J. COLE|2016-12-31|7|7|20|20170513
1|3|1|3|Humble.|KENDRICK LAMAR|2017-04-22|2|1|8|20170506
2|1|1|15|Shape Of You|ED SHEERAN|2017-01-28|1|1|20|20170506
3|2|2|13|That's What I Like|BRUNO MARS|2017-02-11|82|1|18|20170506
4|NEW|4|1|DNA.|KENDRICK LAMAR|2017-05-06|4|4|6|20170506
5|7|5|9|Mask Off|FUTURE|2017-03-11|49|5|14|20170506
6|6|4|17|iSpy|KYLE featuring LIL YACHTY|2017-01-14|80|4|22|20170506
7|14|7|8|Stay|ZEDD & ALESSIA CARA|2017-03-18|28|7|13|20170506
8|5|3|9|Something Just Like This|THE CHAINSMOKERS & COLDPLAY|2017-03-11|56|3|14|20170506
9|48|9|14|Despacito|LUIS FONSI featuring DADDY YANKEE|2017-02-04|88|1|19|20170506
10|8|8|4|XO TOUR Llif3|LIL UZI VERT|2017-04-15|49|8|9|20170506
11|9|6|12|Body Like A Back Road|SAM HUNT|2017-02-18|38|6|17|20170506
12|12|12|13|Issues|JULIA MICHAELS|2017-02-11|87|11|18|20170506
13|11|11|10|It Ain't Me|KYGO x SELENA GOMEZ|2017-03-04|93|10|15|20170506
14|NEW|14|1|Loyalty.|KENDRICK LAMAR featuring RIHANNA|2017-05-06|14|14|6|20170506
15|19|15|16|Congratulations|POST MALONE featuring QUAVO|2017-01-21|90|12|21|20170506
16|NEW|16|1|Element.|KENDRICK LAMAR|2017-05-06|16|16|6|20170506
17|16|16|26|Say You Won't Let Go|JAMES ARTHUR|2016-11-12|100|11|31|20170506
18|NEW|18|1|Love.|KENDRICK LAMAR featuring ZACARI|2017-05-06|18|18|6|20170506
19|10|6|14|Paris|THE CHAINSMOKERS|2017-02-04|7|6|19|20170506
20|13|9|20|Rockabye|CLEAN BANDIT featuring SEAN PAUL & ANNE-MARIE|2016-12-24|100|9|25|20170506
21|15|6|9|Tunnel Vision|KODAK BLACK|2017-03-11|27|6|14|20170506
22|4|4|2|Sign Of The Times|HARRY STYLES|2017-04-29|4|4|7|20170506
23|21|16|10|Cold|MAROON 5 featuring FUTURE|2017-03-04|42|16|15|20170506
24|17|4|22|I Feel It Coming|THE WEEKND featuring DAFT PUNK|2016-12-10|48|4|26|20170506
25|20|20|15|Location|KHALID|2017-01-28|77|16|20|20170506
26|18|1|23|Bad And Boujee|MIGOS featuring LIL UZI VERT|2016-12-03|76|1|28|20170506
27|22|8|5|Passionfruit|DRAKE|2017-04-08|8|8|10|20170506
28|23|1|38|Closer|THE CHAINSMOKERS featuring HALSEY|2016-08-20|9|1|43|20170506
29|28|19|14|T-Shirt|MIGOS|2017-02-04|43|19|19|20170506
30|25|6|24|Bounce Back|BIG SEAN|2016-11-26|61|6|28|20170506
31|24|5|26|Love On The Brain|RIHANNA|2016-11-12|80|5|30|20170506
32|NEW|32|1|Yah.|KENDRICK LAMAR|2017-05-06|32|32|3|20170506
33|NEW|33|1|XXX.|KENDRICK LAMAR featuring U2|2017-05-06|33|33|3|20170506
34|29|29|18|Swang|RAE SREMMURD|2017-01-07|99|26|23|20170506
35|NEW|35|1|Feel.|KENDRICK LAMAR|2017-05-06|35|35|2|20170506
36|26|2|19|I Don't Wanna Live Forever (Fifty Shades Darker)|ZAYN / TAYLOR SWIFT|2016-12-31|6|2|23|20170506
37|NEW|37|1|Pride.|KENDRICK LAMAR|2017-05-06|37|37|2|20170506
38|27|4|10|Chained To The Rhythm|KATY PERRY featuring SKIP MARLEY|2017-03-04|4|4|15|20170506
39|NEW|39|1|The Cure|LADY GAGA|2017-05-06|39|39|6|20170506
40|32|32|10|Rolex|AYO & TEO|2017-03-04|87|30|15|20170506
41|30|4|28|24K Magic|BRUNO MARS|2016-10-29|5|4|33|20170506
42|NEW|42|1|Lust.|KENDRICK LAMAR|2017-05-06|42|42|2|20170506
43|31|8|34|Scars To Your Beautiful|ALESSIA CARA|2016-09-17|95|8|39|20170506
44|36|34|8|Slide|CALVIN HARRIS featuring FRANK OCEAN & MIGOS|2017-03-18|34|25|13|20170506
45|40|40|11|In Case You Didn't Know|BRETT YOUNG|2017-02-25|94|19|16|20170506
46|43|43|3|Goosebumps|TRAVIS SCOTT|2017-04-22|43|32|8|20170506
47|33|1|50|Can't Stop The Feeling!|JUSTIN TIMBERLAKE|2016-05-28|1|1|52|20170506
48|44|41|18|Both|GUCCI MANE featuring DRAKE|2017-01-07|41|41|22|20170506
49|34|15|30|Mercy|SHAWN MENDES|2016-10-15|68|15|31|20170506
50|NEW|50|1|Fear.|KENDRICK LAMAR|2017-05-06|50|50|2|20170506
51|47|41|11|Believer|IMAGINE DRAGONS|2017-02-25|43|15|16|20170506
52|37|34|11|Look At Me!|XXXTENTACION|2017-02-25|95|34|16|20170506
53|42|42|5|Swalla|JASON DERULO featuring NICKI MINAJ & TY DOLLA $IGN|2017-04-08|98|33|10|20170506
54|NEW|54|1|Blood|KENDRICK LAMAR|2017-05-06|54|54|1|20170506
55|51|51|10|Hurricane|LUKE COMBS|2017-03-04|96|31|15|20170506
56|49|49|8|Redbone|CHILDISH GAMBINO|2017-03-18|83|22|13|20170506
57|35|21|14|Down|MARIAN HILL|2017-02-04|99|21|17|20170506
58|NEW|58|1|God.|KENDRICK LAMAR|2017-05-06|58|58|2|20170506
59|74|59|2|Unforgettable|FRENCH MONTANA featuring SWAE LEE|2017-04-29|74|23|7|20170506
60|41|9|5|Portland|DRAKE featuring QUAVO & TRAVIS SCOTT|2017-04-08|9|9|10|20170506
61|57|6|15|Castle On The Hill|ED SHEERAN|2017-01-28|6|6|20|20170506
62|45|37|20|Dirt On My Boots|JON PARDI|2016-12-24|95|37|20|20170506
63|NEW|63|1|Duckworth.|KENDRICK LAMAR|2017-05-06|63|63|1|20170506
64|56|56|8|Hometown Girl|JOSH TURNER|2017-03-18|96|56|13|20170506
65|60|46|8|How Far I'll Go|AULI'I CRAVALHO|2017-03-18|53|46|9|20170506
66|50|50|2|Now Or Never|HALSEY|2017-04-29|50|26|7|20170506
67|53|38|10|The Fighter|KEITH URBAN featuring CARRIE UNDERWOOD|2017-03-04|53|38|15|20170506
68|58|52|9|Heavy|LINKIN PARK featuring KIIARA|2017-03-11|52|50|14|20170506
69|52|52|13|Any Ol' Barstool|JASON ALDEAN|2017-02-11|93|52|18|20170506
70|59|57|10|Shining|DJ KHALED featuring BEYONCE & JAY Z|2017-03-04|62|57|13|20170506
71|55|40|18|Party|CHRIS BROWN featuring USHER & GUCCI MANE|2017-01-07|58|40|20|20170506
72|75|72|3|Drowning|A BOOGIE WIT DA HOODIE featuring KODAK BLACK|2017-04-22|94|47|8|20170506
73|89|73|2|Cake|FLO RIDA & 99 PERCENT|2017-04-29|89|73|6|20170506
